5.375702912049104043e+01,1.411968631354255876e+01
5.324817129171297125e+01,1.435331546393413760e+01
5.298126251892534810e+01,1.407452111171943443e+01
5.262485016540838956e+01,1.443759972500220101e+01
5.208994741475520129e+01,1.468502648281568668e+01
5.174518809671997133e+01,1.460709842291953464e+01
5.110667409932158023e+01,1.501699588385866946e+01
5.100233938252427635e+01,1.457071821458606564e+01
5.111726776794141358e+01,1.430701338060063676e+01
5.092691762959429980e+01,1.405622765468817192e+01
5.073323436136435305e+01,1.333813195156028542e+01
5.048407644306908537e+01,1.296683678554319386e+01
5.026633779560728499e+01,1.224011111822255771e+01
4.996912079528056694e+01,1.241519087082744477e+01
4.954741526956273390e+01,1.252102420416119344e+01
4.930706818297323935e+01,1.303132897304343096e+01
4.887717194273714938e+01,1.359594567226443651e+01
4.841611481382905424e+01,1.324335737473700014e+01
4.828914581968786024e+01,1.288410281744387476e+01
4.763758352313583089e+01,1.302585127122049080e+01
4.746764557554399744e+01,1.293262698736594807e+01
4.767238760028440936e+01,1.262075971848449285e+01
4.770308340106577560e+01,1.214135745611278772e+01
4.752376618101297368e+01,1.142641401535473733e+01
4.756639923765379763e+01,1.054450402186159863e+01
4.730248769793916352e+01,1.040208377446521126e+01
4.758019684507570446e+01,9.896068149463189911e+00
4.752505809182027008e+01,9.594226108446349599e+00
4.783082754169129203e+01,8.522611932009766633e+00
4.761357982033626968e+01,8.317301466514095409e+00
4.762058197691180794e+01,7.466759067422231055e+00
4.833301911070371659e+01,7.593676385131061579e+00
4.901778351500333031e+01,8.099278598674743535e+00
4.920195831969157041e+01,6.658229607783567872e+00
4.946380280211451463e+01,6.186320428094177259e+00
4.990222565367872676e+01,6.242751092156993309e+00
5.012805166279423474e+01,6.043073357781111099e+00
5.080372101501058069e+01,6.156658155958780299e+00
5.185161570902505446e+01,5.988658074577813295e+00
5.185202912048339385e+01,6.589396599970825719e+00
5.222844025329754913e+01,6.842869500362382951e+00
5.314404328064489391e+01,7.092053256873896316e+00
5.348216217713064680e+01,6.905139601274129291e+00
5.369393219666267214e+01,7.100424838905269098e+00
5.374829580343379121e+01,7.936239454793962977e+00
5.352779246684428927e+01,8.121706170289485271e+00
5.402078563090890384e+01,8.800734490604668281e+00
5.439564647075405901e+01,8.572117954145369367e+00
5.496274363872515778e+01,8.526229282270207932e+00
5.483086538351617634e+01,9.282048780971138058e+00
5.498310415304803200e+01,9.921906365609117984e+00
5.459664195415325594e+01,9.939579705452899816e+00
5.436360708273315367e+01,1.095011233892051905e+01
5.400869334575259018e+01,1.093946699386845012e+01
5.419648550070115789e+01,1.195625247564328220e+01
5.447037059184799546e+01,1.251844038254671432e+01
5.407551097270589935e+01,1.364746707525949887e+01
5.375702912049104043e+01,1.411968631354255876e+01
