4.689354625099743146e+01,1.044270145024663066e+01
4.675135854754633868e+01,1.104855594243653627e+01
4.694157949481272851e+01,1.116482791509326944e+01
4.711539317482645117e+01,1.215308800624305441e+01
4.676755910906985036e+01,1.237648522304081666e+01
4.650930613869121544e+01,1.380647545742152715e+01
4.541677806251735205e+01,1.369810997890547810e+01
4.499101593686462053e+01,1.393763024257830807e+01
4.513669179949541643e+01,1.394160647955429688e+01
4.538177806251482593e+01,1.312858117030625138e+01
4.488537425391909608e+01,1.318387495285854882e+01
4.460048208269398629e+01,1.306145348475910239e+01
4.409136587175446209e+01,1.338923709478645563e+01
4.358772736263786385e+01,1.432690595872249517e+01
4.276100779883246616e+01,1.482982099778702967e+01
4.295513967545684864e+01,1.594256961432792608e+01
4.296131500911571521e+01,1.672619103360189641e+01
4.174029490820338850e+01,1.696989708829038435e+01
4.154108226171821627e+01,1.668934573737779559e+01
4.117960561783655749e+01,1.758500166186054869e+01
4.087714345963222229e+01,1.831916873543118029e+01
3.955562490494263272e+01,1.917668745288252197e+01
3.936886627863981403e+01,1.848024702319543167e+01
3.901077444107326642e+01,1.829338504402804233e+01
3.862469981542068354e+01,1.717148969897147026e+01
3.810287120213735079e+01,1.705284061042931398e+01
3.804357249608241887e+01,1.663508833178181590e+01
3.718589874933419992e+01,1.610096072761299979e+01
3.633421946873183117e+01,1.530989790208900558e+01
3.581998729099539958e+01,1.509998823411942226e+01
3.619663096775472866e+01,1.433522871263198795e+01
3.630453135838016010e+01,1.382673261887995864e+01
3.681294993748375077e+01,1.243100385910875616e+01
3.872638113051966258e+01,1.257094363775513557e+01
3.863496552179532983e+01,1.374115644700461303e+01
3.874387360285046356e+01,1.476124922044618870e+01
3.874387360285046356e+01,1.476124922044618870e+01
3.883115509699143075e+01,1.552037601081380558e+01
3.954407237401491670e+01,1.511881351081461311e+01
4.004835683853515604e+01,1.481361250169879362e+01
4.017294871679087009e+01,1.439849572109818077e+01
4.060455027929259586e+01,1.410326826341471396e+01
4.078634796809539864e+01,1.346067182786526395e+01
4.118828725846159955e+01,1.302798506028539727e+01
4.125308950455560364e+01,1.228808190273036516e+01
4.170453481705740728e+01,1.150668257004493888e+01
4.235542531998969906e+01,1.059190636561421606e+01
4.293146251074720965e+01,9.911947869517740983e+00
4.332000682227459976e+01,9.600028924203991565e+00
4.343627879493131871e+01,9.702488234097842223e+00
4.376633616797951021e+01,8.888946160526870699e+00
4.363122813575241565e+01,8.428560825238577081e+00
4.316714793555524210e+01,7.850766635783144487e+00
4.309384491634921943e+01,7.435184767291872276e+00
4.412790110938480836e+01,7.549596388386106582e+00
4.425476675066136067e+01,7.007562290076634781e+00
4.502851797136757739e+01,6.749955275101655161e+00
4.533309886329588778e+01,7.096652459347836839e+00
4.570857982032863731e+01,6.802355177445605250e+00
4.599114655210060931e+01,6.843592970414505317e+00
4.577694774025077606e+01,7.273850945676656465e+00
4.582449005795930930e+01,7.755992058959833457e+00
4.616364248309086094e+01,8.316629672894379155e+00
4.600515086525168584e+01,8.489952426801323782e+00
4.603693187111119300e+01,8.966305779667806064e+00
4.644021474871698274e+01,9.182881707403055316e+00
4.631489940040918896e+01,9.922836541390381626e+00
4.648357127540985800e+01,1.036337812667861158e+01
4.689354625099743146e+01,1.044270145024663066e+01
